,Make,Model,Transmission,Drive_configuration,Engine_capacity,Body_type,Seating,Fuel,crsp_ksh
0,Aiways,U5,Automatic transmission,2WD,,SUV,5,ELECTRIC,5910344.999999999
1,Aiways,U6,Automatic transmission,2WD,,SUV,5,ELECTRIC,8232266.249999998
2,Audi,3.0TFSI QUATTRO S LINE PACKAGE,Automatic transmission,4WD,3000.0,SUV,,PETROL,16210628.903571429
3,Audi,A1 SPORTBACK 1.0 TFSI,Automatic transmission,2WD,1000.0,HATCHBACK,,PETROL,5953578.079166668
4,Audi,A1 SPORTBACK 1ST EDITION,Automatic transmission,2WD,1500.0,HATCHBACK,,PETROL,8573479.22291667
5,Audi,A1 SPORTBACK 25 TFSI,Automatic transmission,2WD,1500.0,HATCHBACK,,PETROL,6633385.022916667
6,Audi,A1 SPORTBACK 25 TFSI ADVANCED,Automatic transmission,2WD,990.0,HATCHBACK,,PETROL,6211139.34375
7,Audi,A1 SPORTBACK 25 TFSI S LINE,Automatic transmission,2WD,1000.0,HATCHBACK,,PETROL,9024533.925
8,Audi,A1 SPORTBACK 35 TFSI ADVANCED,Automatic transmission,2WD,1500.0,HATCHBACK,,PETROL,5688277.077083334
9,Audi,A1 SPORTBACK 35 TFSI S LINE,Automatic transmission,2WD,1500.0,HATCHBACK,,PETROL,7845191.4234375
10,Audi,A1 SPORTBACK CITYCARVER BLACK STYLE PLUS,Automatic transmission,2WD,1000.0,HATCHBACK,,PETROL,8158328.3031250015
11,Audi,A1 SPORTBACK CITYCARVER LIMITED EDITION,Automatic transmission,2WD,990.0,HATCHBACK,,PETROL,11355484.868750002
12,Audi,A1 SPORTBACK MIDNIGHT LIMITED,Automatic transmission,2WD,1000.0,HATCHBACK,,PETROL,5429425.856250001
13,Audi,A3 SEDAN 1.4 TFSI,Automatic transmission,2WD,1400.0,SEDAN,,PETROL,6619134.077678572
14,Audi,A3 SEDAN 1.4 TFSI SPORT S LINE PACKAGE,Automatic transmission,2WD,1400.0,SEDAN,,PETROL,8844308.608928572
15,Audi,A3 SEDAN 30 TFSI ADVANCED,Automatic transmission,2WD,1000.0,SEDAN,,PETROL,6875789.301562498
16,Audi,A3 SEDAN 30 TFSI SPORT,Automatic transmission,2WD,1400.0,SEDAN,,PETROL,6912445.558333334
17,Audi,A3 SEDAN 40 TFSI QUATTRO S LINE,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,7644850.3285714295
18,Audi,A3 SEDAN 40 TFSI QUATTRO SIGNATURE EDITION,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,7406694.249999999
19,Audi,A3 SEDAN S LINE BLACK STYLING,Automatic transmission,2WD,1400.0,SEDAN,,PETROL,7433050.401562501
20,Audi,A3 SEDAN S LINE TECHNO LIMITED,Automatic transmission,2WD,1400.0,SEDAN,,PETROL,9227978.453571431
21,Audi,A3 SPORTBACK 30 TFSI,Automatic transmission,2WD,1400.0,HATCHBACK,,PETROL,5353748.4229166685
22,Audi,A3 SPORTBACK 30 TFSI ADVANCED,Automatic transmission,2WD,1000.0,HATCHBACK,,PETROL,4706727.8671875
23,Audi,A3 SPORTBACK 30 TFSI S LINE,Automatic transmission,2WD,1000.0,HATCHBACK,,PETROL,7929361.068750001
24,Audi,A3 SPORTBACK 30 TFSI SPORT,Automatic transmission,2WD,1000.0,HATCHBACK,,PETROL,5161437.445312499
25,Audi,A3 SPORTBACK 30 TFSI SPORT SIGNATURE EDITION,Automatic transmission,2WD,1400.0,HATCHBACK,,PETROL,3806292.334821429
26,Audi,A3 SPORTBACK 40 TFSI QUATTRO ADVANCED,Automatic transmission,2WD,2000.0,WAGON,,PETROL,8220505.869642857
27,Audi,A3 SPORTBACK 40 TFSI QUATTRO S LINE,Automatic transmission,2WD,2000.0,WAGON,,PETROL,8105314.451785714
28,Audi,A3 SPORTBACK S LINE TECHNO LIMITED,Automatic transmission,2WD,1400.0,HATCHBACK,,PETROL,9285473.646428574
29,Audi,A4 2.0TFSI QUATTRO TUXEDO STYLE,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,9857611.125
30,Audi,A4 35TDI S-LINE,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,8502189.595312499
31,Audi,A4 35TFSI ADVANCED,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,7192942.635937499
32,Audi,A4 35TFSI MEISTERSTUECK,Automatic transmission,2WD,1400.0,SEDAN,,PETROL,9081614.4890625
33,Audi,A4 35TFSI MEISTERSTUECK,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,7881867.225
34,Audi,A4 35TFSI SPORT,Automatic transmission,2WD,1400.0,SEDAN,,PETROL,10539103.80703125
35,Audi,A4 40TFSI MEISTERSTUECK S LINE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,9026879.3
36,Audi,A4 45TFSI QUATTRO ADVANCED,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,8242398.27
37,Audi,A4 45TFSI QUATTRO S-LINE,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,10058140.687499998
38,Audi,A4 45TFSI QUATTRO SPORT S LINE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,9321458.399999999
39,Audi,A4 ALLROAD QUATTRO,Automatic transmission,4WD,2000.0,WAGON,,HYBRID,9847056.9375
40,Audi,A4 ALLROAD QUATTRO ABSOLUTE,Automatic transmission,2WD,2000.0,WAGON,,PETROL,10883478.149999999
41,Audi,A4 ALLROAD QUATTRO BASE GRADE,Automatic transmission,2WD,2000.0,WAGON,,PETROL,11549975.090625
42,Audi,A4 AVANT 1.4TFSI TUXEDO STYLE,Automatic transmission,2WD,1400.0,WAGON,,PETROL,9680753.097321428
43,Audi,A4 AVANT 35 TDI ADVANCED,Automatic transmission,2WD,2000.0,WAGON,,HYBRID,7576147.59375
44,Audi,A4 AVANT 35 TDI S-LINE,Automatic transmission,2WD,2000.0,WAGON,,DIESEL,8797706.845312499
45,Audi,A4 AVANT 35 TFSI SPORT,Automatic transmission,2WD,1400.0,WAGON,,PETROL,8051261.934374998
46,Audi,A4 AVANT 45 TFSI QUATTRO MEISTERSTUECK,Automatic transmission,2WD,2000.0,WAGON,,PETROL,9630109.75
47,Audi,A4 AVANT BLACK STYLE PLUS,Automatic transmission,2WD,2000.0,WAGON,,PETROL,9981245.892857142
48,Audi,A4 BLACK STYLE PLUS,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,8795859.862499999
49,Audi,A5 45TFSI QUATTRO SPORT,Automatic transmission,4WD,2000.0,WAGON,,PETROL,8564512.0725
50,Audi,A5 CABRIOLET 2.0TFSI QUATTRO SPORT,Automatic transmission,4WD,2000.0,CONVERTIBLE,,PETROL,19275564.95357143
51,Audi,A5 SPORTBACK 40TFSI SPORT,Automatic transmission,2WD,2000.0,WAGON,,PETROL,9819146.975
52,Audi,A5 SPORTBACK 45TFSI QUATTRO S LINE,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,15353809.807500001
53,Audi,A5 SPORTBACK 45TFSI QUATTRO SPORT,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,15687216.590625
54,Audi,A5 SPORTBACK BLACK STYLE PLUS,Automatic transmission,2WD,2000.0,SEDAN,,DIESEL,10221881.367857143
55,Audi,A5 SPORTBACK S LINE COMPETITION PLUS,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,14027834.460937496
56,Audi,A6 2.0 TFSI QUATTRO S LINE PACKAGE,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,10653095.314285714
57,Audi,A6 45 TFSI QUATTRO,Automatic transmission,4WD,2000.0,SEDAN,,HYBRID,12511637.475000001
58,Audi,A6 45 TFSI QUATTRO SPORT,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,21151194.846428573
59,Audi,A6 45 TFSI QUATTRO SPORT S LINE PACKAGE,Automatic transmission,2WD,2000.0,SEDAN,,PETROL,12713339.725
60,Audi,A6 45 TFSI QUATTRO SPORT S LINE PACKAGE,Automatic transmission,4WD,2000.0,WAGON,,HYBRID,10269928.05
61,Audi,A6 55 TFSI QUATTRO DEBUT PACKAGE,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,11766863.643749999
62,Audi,A6 55 TFSI QUATTRO S LINE,Automatic transmission,4WD,2000.0,WAGON,,HYBRID,9637732.21875
63,Audi,A6 AVANT,Automatic transmission,4WD,2000.0,WAGON,,PETROL,13009443.318750001
64,Audi,A6 AVANT 40 TDI QUATTRO S LINE,Automatic transmission,4WD,2000.0,WAGON,,DIESEL,15158158.624999998
65,Audi,A6 AVANT 40 TDI QUATTRO SPORT,Automatic transmission,4WD,2000.0,WAGON,,DIESEL,12679097.25
66,Audi,A6 AVANT 40 TDI QUATTRO SPORT S LINE PACKAGE,Automatic transmission,4WD,2000.0,WAGON,,PETROL,16449334.47
67,Audi,A6 AVANT 45 TFSI QUATTRO S LINE,Automatic transmission,4WD,2000.0,WAGON,,PETROL,11542360.998214286
68,Audi,A6 AVANT 45 TFSI QUATTRO SPORT,Automatic transmission,4WD,2000.0,WAGON,,PETROL,13682448.674999999
69,Audi,A6 AVANT 45 TFSI QUATTRO SPORT S LINE PACKAGE,Automatic transmission,4WD,2000.0,WAGON,,PETROL,15983683.7175
70,Audi,A7 SPORTBACK,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,15980246.067857143
71,Audi,A7 SPORTBACK 2.0 TFSI QUATTRO,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,11481749.807142857
72,Audi,A7 SPORTBACK 40TDI QUATTRO S LINE PACKAGE,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,13158960.974999998
73,Audi,A7 SPORTBACK 45TFSI QUATTRO,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,16791410.764285713
74,Audi,A7 SPORTBACK 45TFSI QUATTRO S LINE PACKAGE,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,15831281.25
75,Audi,A7 SPORTBACK 55 TFSI QUATTRO 1ST EDITION,Automatic transmission,4WD,3000.0,SEDAN,,HYBRID,20322540.353571422
76,Audi,A7 SPORTBACK 55 TFSI QUATTRO S LINE,Automatic transmission,4WD,2000.0,SEDAN,,HYBRID,16967967.24375
77,Audi,A8,Automatic transmission,4WD,4000.0,SEDAN,,HYBRID,19975006.036607146
78,Audi,A8 55TFSI QUATTRO,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,18588386.83125
79,Audi,A8 60TFSI E QUATTRO,Automatic transmission,4WD,3000.0,SEDAN,,HYBRID,23583181.194642857
80,Audi,A8 60TFSI QUATTRO,Automatic transmission,4WD,4000.0,SEDAN,,HYBRID,16130015.014285717
81,Audi,E-TRON 50 QUATTRO ADVANCED,Automatic transmission,4WD,,WAGON,,ELECTRIC,14782195.012500001
82,Audi,E-TRON 50 QUATTRO S LINE,Automatic transmission,4WD,,WAGON,,ELECTRIC,18322333.354687497
83,Audi,E-TRON 55 QUATTRO S LINE,Automatic transmission,4WD,,WAGON,,ELECTRIC,13338080.614285715
84,Audi,E-TRON S SPORTBACK,Automatic transmission,4WD,,WAGON,,ELECTRIC,14807525.0625
85,Audi,Q2 1.0TFSI SPORT,Automatic transmission,2WD,990.0,WAGON,,PETROL,7262085.128571429
86,Audi,Q2 1.4 TFSI CYLINDER ON DEMAND SPORT,Automatic transmission,2WD,1400.0,WAGON,,PETROL,8950453.580357144
87,Audi,Q2 30TFSI SPORT,Automatic transmission,2WD,990.0,WAGON,,PETROL,8069536.314583335
88,Audi,Q2 35TFSI ADVANCED,Automatic transmission,2WD,1500.0,WAGON,,PETROL,6205979.518749999
89,Audi,Q2 HASHTAG BLACK ELEGANCE,Automatic transmission,2WD,1000.0,SUV,,PETROL,6631020.103124999
90,Audi,Q2 HASHTAG CONTRAST STYLING,Automatic transmission,2WD,1000.0,SUV,,PETROL,6849237.702083334
91,Audi,Q3 2.0TFSI QUATTRO 180PS,Automatic transmission,2WD,2000.0,SUV,,PETROL,7526718.815624999
92,Audi,Q3 35 TDI QUATTRO ADVANCED,Automatic transmission,2WD,1500.0,SUV,,DIESEL,9475760.62125
93,Audi,Q3 35 TDI QUATTRO S LINE,Automatic transmission,2WD,2000.0,SUV,,DIESEL,10395171.075
94,Audi,Q3 35 TFSI ADVANCED,Automatic transmission,2WD,1500.0,SUV,,PETROL,8502531.629166668
95,Audi,Q3 35 TFSI S LINE,Automatic transmission,2WD,1500.0,SUV,,HYBRID,7239798.830859374
96,Audi,Q3 SPORTBACK 35 TDI QUATTRO S LINE,Automatic transmission,4WD,2000.0,SUV,,DIESEL,9483641.08125
97,Audi,Q3 SPORTBACK 35 TFSI,Automatic transmission,2WD,1500.0,SUV,,PETROL,7683301.914062499
98,Audi,Q3 SPORTBACK 35 TFSI S LINE,Automatic transmission,2WD,1500.0,SUV,,PETROL,10078750.6703125
99,Audi,Q3 SPORTBACK HIGH STYLE,Automatic transmission,2WD,1500.0,SUV,,PETROL,8696147.919642858
100,Audi,Q4 E-TRON 40 E-TRON,Automatic transmission,2WD,,SUV,,ELECTRIC,8565778.575000001
101,Audi,Q4 E-TRON 40 E-TRON ADVANCED,Automatic transmission,2WD,,SUV,,ELECTRIC,8381783.90625
102,Audi,Q4 E-TRON 40 E-TRON S LINE,Automatic transmission,2WD,,SUV,,ELECTRIC,9026242.698214285
103,Audi,Q4 SPORTBACK E-TRON,Automatic transmission,2WD,,SUV,,ELECTRIC,8565778.575000001
104,Audi,Q4 SPORTBACK E-TRON 40 E-TRON ADVANCED,Automatic transmission,2WD,,SUV,,ELECTRIC,10995000.73125
105,Audi,Q4 SPORTBACK E-TRON 40 E-TRON ADVANCED,Automatic transmission,2WD,,SUV,,ELECTRIC,7293471.271875
106,Audi,Q4 SPORTBACK E-TRON 40 E-TRON S LINE,Automatic transmission,2WD,,SUV,,ELECTRIC,9026242.698214285
107,Audi,Q5,Automatic transmission,4WD,2000.0,SUV,,PETROL,14290369.875
108,Audi,Q5 2.0TFSI QUATTRO,Automatic transmission,4WD,2000.0,SUV,,PETROL,11605987.67142857
109,Audi,Q5 40TDI QUATTRO,Automatic transmission,4WD,2000.0,SUV,,DIESEL,8213972.324999998
110,Audi,Q5 40TDI QUATTRO ADVANCED,Automatic transmission,4WD,2000.0,SUV,,DIESEL,9999037.2375
111,Audi,Q5 40TDI QUATTRO S LINE,Automatic transmission,4WD,2000.0,SUV,,DIESEL,18765814.45
112,Audi,Q5 40TDI QUATTRO S LINE,Automatic transmission,2WD,2000.0,SUV,,ELECTRIC,13120121.564999998
113,Audi,Q5 40TDI QUATTRO S LINE,Automatic transmission,4WD,2000.0,SUV,,HYBRID,12314203.8075
114,Audi,Q5 40TDI QUATTRO SPORT,Automatic transmission,4WD,2000.0,SUV,,DIESEL,10922880.45
115,Audi,Q5 45TFSI QUATTRO SPORT S LINE PACKAGE,Automatic transmission,4WD,2000.0,SUV,,PETROL,11565278.662499996
116,Audi,Q5 BLACK EDITION,Automatic transmission,4WD,2000.0,SUV,,PETROL,13447844.164285714
117,Audi,Q5 S LINE DYNAMIC LIMITED,Automatic transmission,4WD,2000.0,SUV,,DIESEL,10935545.475000001
118,Audi,Q5 TDI 1ST EDITION BLACK STYLING,Automatic transmission,4WD,2000.0,SUV,,PETROL,12068185.696874999
119,Audi,Q7,Automatic transmission,4WD,2000.0,SUV,,PETROL,14998555.85625
120,Audi,Q7 3.0TFSI QUATTRO,Automatic transmission,4WD,3000.0,SUV,,PETROL,16805885.078571428
121,Audi,Q7 45 S LINE LIMITED,Automatic transmission,4WD,2000.0,SUV,,PETROL,15537452.669999998
122,Audi,Q7 50TDI QUATTRO S LINE,Automatic transmission,4WD,3000.0,SUV,,PETROL,16333057.47857143
123,Audi,Q8,Automatic transmission,4WD,3000.0,SUV,,PETROL,12329665.6921875
124,Audi,Q8 55TFSI QUATTRO,Automatic transmission,4WD,3000.0,SUV,,DIESEL,17156957.56125
125,Audi,Q8 55TFSI QUATTRO DEBUT PACKAGE LUXURY,Automatic transmission,4WD,3000.0,SUV,,PETROL,16601736.937499994
126,Audi,Q8 55TFSI QUATTRO DEBUT PACKAGE S LINE,Automatic transmission,4WD,3000.0,SUV,,PETROL,19018645.874999993
127,Audi,Q8 55TFSI QUATTRO S LINE,Automatic transmission,4WD,3000.0,SUV,,HYBRID,21838460.920312498
128,Audi,Q8 BRONZE EDITION,Automatic transmission,4WD,3000.0,SUV,,DIESEL,22824815.70585937
129,Audi,Q8 E-TRON 55 E-TRON QUATTRO S LINE,Automatic transmission,4WD,,SUV,,ELECTRIC,14091046.505357146
130,Audi,Q8 SPORTBACK E-TRON 55 E-TRON QUATTRO S LINE,Automatic transmission,4WD,,COUPE,,PETROL,16031810.8125
131,Audi,Q8 SPORTBACK E-TRON 55 E-TRON QUATTRO S LINE,Automatic transmission,4WD,,SUV,,ELECTRIC,16031810.8125
132,Audi,R8,Automatic transmission,4WD,5200.0,COUPE,,PETROL,78781072.95703122
133,Audi,R8 JAPAN FINAL EDITION,Automatic transmission,4WD,5200.0,COUPE,,PETROL,75636804.59765622
134,Audi,R8 SPYDER BASEGRADE,Automatic transmission,4WD,5200.0,COUPE,,PETROL,93028528.75178573
135,Audi,R8 SPYDER V10 PERFORMANCE 5.2 FSI QUATTRO S TRONIC,Automatic transmission,4WD,,COUPE,,PETROL,68074087.20749998
136,Audi,R8 SPYDER V10 PERFORMANCE 5.2 FSI QUATTRO S TRONIC,Automatic transmission,4WD,5200.0,CONVERTIBLE,,PETROL,46091829.88007812
137,Audi,R8 V10 COUPE PERFORMANCE 5.2 FSI QUATTRO S TRONIC,Automatic transmission,4WD,5200.0,COUPE,,PETROL,79658152.32374999
138,Audi,RS E-TRON GT,Automatic transmission,4WD,,SEDAN,,ELECTRIC,21149084.00892857
139,Audi,RS E-TRON GT BASE GRADE,Automatic transmission,4WD,,SEDAN,,ELECTRIC,19394023.143749997
140,Audi,RS Q3,Automatic transmission,4WD,2500.0,SEDAN,,PETROL,19875645.9
141,Audi,RS Q3 BASE GRADE,Automatic transmission,4WD,2500.0,SEDAN,,PETROL,14755457.737499999
142,Audi,RS Q3 SPORTBACK,Automatic transmission,4WD,2500.0,SEDAN,,PETROL,18325235.75625
143,Audi,RS Q3 SPORTBACK BASE GRADE,Automatic transmission,4WD,2500.0,SEDAN,,PETROL,20818345.927500002
144,Audi,RS Q8,Automatic transmission,4WD,4000.0,SEDAN,,HYBRID,44201781.58499999
145,Audi,RS Q8 BASE GRADE,Automatic transmission,4WD,4000.0,SEDAN,,HYBRID,50042117.14125
146,Audi,RS3,Automatic transmission,4WD,2500.0,COUPE,,PETROL,18198233.7
147,Audi,RS3 BASE GRADE,Automatic transmission,4WD,2500.0,COUPE,,PETROL,25842681.964285713
148,Audi,RS3 SPORTBACK,Automatic transmission,4WD,2500.0,WAGON,,PETROL,15309602.839285716
149,Audi,RS3 SPORTBACK BASE GRADE,Automatic transmission,4WD,2500.0,WAGON,,PETROL,8001280.317857143
150,Audi,RS4 AVANT,Automatic transmission,4WD,2900.0,WAGON,,PETROL,24958241.051785715
151,Audi,RS4 AVANT BASE GRADE,Automatic transmission,4WD,2900.0,WAGON,,PETROL,27151401.214285713
152,Audi,RS5,Automatic transmission,4WD,2900.0,SEDAN,,PETROL,23449821.49687499
153,Audi,RS5 BASE GRADE,Automatic transmission,4WD,2900.0,SEDAN,,PETROL,22210232.174999997
154,Audi,RS5 SPORTBACK BASE GRADE,Automatic transmission,4WD,2900.0,SEDAN,,PETROL,18708880.471874997
155,Audi,RS6 AVANT BASE GRADE,Automatic transmission,4WD,4000.0,SEDAN,,HYBRID,40646357.26125
156,Audi,RS6 AVANT PERFORMANCE BASE GRADE,Automatic transmission,4WD,4000.0,SEDAN,,HYBRID,39529455.97148437
157,Audi,RS7 SPORTBACK BASE GRADE,Automatic transmission,4WD,4000.0,SEDAN,,HYBRID,32869609.74375
158,Audi,RS7 SPORTBACK PERFORMANCE BASE GRADE,Automatic transmission,4WD,4000.0,SEDAN,,PETROL,32173133.88482143
159,Audi,S3 SEDAN,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,10356032.6296875
160,Audi,S3 SEDAN BASE GRADE,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,9999037.237499999
161,Audi,S3 SPORTBACK,Automatic transmission,4WD,2000.0,SEDAN,,PETROL,11837576.700000001
162,Audi,S4 AVANT BASE GRADE,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,13860663.669642856
163,Audi,S4 BASE GRADE,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,14870005.8525
164,Audi,S5 CABRIOLET,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,27354644.71071428
165,Audi,S5 CABRIOLET BASE GRADE,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,26600774.174999997
166,Audi,S5 SPORTBACK BASE GRADE,Automatic transmission,4WD,3000.0,SEDAN,,PETROL,16133658.721874997
167,Audi,S6 BASE GRADE,Automatic transmission,4WD,2900.0,SEDAN,,HYBRID,17888081.309999995
168,Audi,S7 SPORTBACK,Automatic transmission,4WD,2900.0,SEDAN,,HYBRID,24160997.831249997
169,Audi,S7 SPORTBACK BASE GRADE,Automatic transmission,4WD,2900.0,SEDAN,,PETROL,22463884.48125
170,Audi,S8 BASE GRADE,Automatic transmission,4WD,2900.0,SEDAN,,HYBRID,26233488.449999996
171,Audi,SQ2,Automatic transmission,4WD,2000.0,WAGON,,PETROL,10265907.407142859
172,Audi,SQ2 BASE GRADE,Automatic transmission,4WD,2000.0,WAGON,,PETROL,13256528.575
173,Audi,SQ5,Automatic transmission,4WD,3000.0,WAGON,,PETROL,14174273.8125
174,Audi,SQ5 BASE GRADE,Automatic transmission,4WD,3000.0,WAGON,,PETROL,16098302.193750001
175,Audi,SQ5 SPORTBACK,Automatic transmission,4WD,3000.0,WAGON,,PETROL,16005777.150000002
176,Audi,SQ5 SPORTBACK BASE GRADE,Automatic transmission,4WD,3000.0,WAGON,,PETROL,17302112.82
177,Audi,SQ7,Automatic transmission,4WD,4000.0,WAGON,,PETROL,24606472.495312493
178,Audi,SQ8,Automatic transmission,2WD,4000.0,WAGON,,PETROL,24213724.792968746
179,Audi,SQ8 BASE GRADE,Automatic transmission,4WD,4000.0,WAGON,,PETROL,23994442.70089286
180,Audi,TT COUPE 2.0TFSI QUATTRO,Automatic transmission,4WD,2000.0,COUPE,,PETROL,10653095.314285714
181,Audi,TT COUPE 40TFSI,Automatic transmission,4WD,2000.0,COUPE,,PETROL,14755457.737499999
182,Audi,TT COUPE 40TFSI S LINE PACKAGE,Automatic transmission,4WD,2000.0,COUPE,,PETROL,12767752.424999999
183,Audi,TT COUPE 45TFSI QUATTRO S LINE PACKAGE,Automatic transmission,4WD,2000.0,COUPE,,PETROL,14022293.512500001
184,Audi,TT COUPE FINAL EDITION,Automatic transmission,4WD,2000.0,COUPE,,PETROL,17021793.6
185,Audi,TT COUPE S LINE DYNAMIC LIMITED,Automatic transmission,2WD,1800.0,COUPE,,PETROL,12494951.807142857
186,Audi,TT COUPE S-LINE COMPETITION PLUS,Automatic transmission,4WD,2000.0,COUPE,,PETROL,14662580.8875
187,Audi,TT ROADSTER 45 TFSI QUATTRO S LINE PACKAGE,Automatic transmission,4WD,2000.0,CONVERTIBLE,,PETROL,14373865.225
188,Audi,TT ROADSTER FINAL EDITION,Automatic transmission,4WD,2000.0,CONVERTIBLE,,PETROL,21858425.924999997
189,Audi,TT ROADSTER FINAL EDITION,Automatic transmission,4WD,2000.0,COUPE,,PETROL,19865936.0475
190,Audi,TT RS COUPE BASE GRADE,Automatic transmission,4WD,2500.0,COUPE,,PETROL,35056186.10357143
191,Audi,TTS COUPE,Automatic transmission,4WD,2000.0,COUPE,,PETROL,18857016.03214286
192,Audi,TTS COUPE BASE GRADE,Automatic transmission,4WD,4000.0,WAGON,,PETROL,18315485.69732143
193,Audi,TTS COUPE MEMORIAL EDITION,Automatic transmission,4WD,2000.0,WAGON,,PETROL,15393433.242857141
194,Bentley, BENTAYGA BASEGRADE,Automatic transmission,4WD,6000.0,SUV,5,PETROL,63120742.42500001
195,Bentley,BENTAYGA,Automatic transmission,2WD,6000.0,SUV,5,PETROL,13646221.875000004
196,Bentley,BENTAYGA AZURE,Automatic transmission,4WD,4000.0,SUV,5,PETROL,10234666.40625
197,Bentley,BENTAYGA EWB AZURE,Automatic transmission,4WD,4000.0,SUV,5,PETROL,53984286.738281235
198,Bentley,BENTAYGA HYBRID,Automatic transmission,4WD,3000.0,SUV,5,HYBRID,51820062.0669643
199,Bentley,BENTAYGA S,Automatic transmission,4WD,4000.0,SUV,5,PETROL,58655493.457031235
200,Bentley,BENTAYGA V8,Automatic transmission,4WD,4000.0,SUV,5,PETROL,66500997.468750015
201,Bentley,CONTINENTAL GT,Automatic transmission,4WD,6000.0,CONVERTIBLE,4,PETROL,23393523.214285716
202,Bentley,CONTINENTAL GT CONVERTIBLE,Automatic transmission,4WD,4000.0,CONVERTIBLE,4,PETROL,18194962.500000004
203,Bentley,CONTINENTAL GT MULLINER CONVERTIBLE,Automatic transmission,4WD,6000.0,CONVERTIBLE,4,PETROL,86615496.703125
204,Bentley,CONTINENTAL GT SPEED COUPE,Automatic transmission,4WD,6000.0,COUPE,2,PETROL,63644888.21785715
205,Bentley,CONTINENTAL GT V8 AZURE,Automatic transmission,4WD,4000.0,COUPE,2,PETROL,65662303.53515625
206,Bentley,CONTINENTAL GT V8 COUPE,Automatic transmission,4WD,4000.0,COUPE,2,PETROL,60965920.832142875
207,Bentley,FLYING SPUR BASEGRADE,Automatic transmission,4WD,6000.0,SEDAN,5,PETROL,45879743.08125
208,Bentley,FLYING SPUR S,Automatic transmission,4WD,4000.0,SEDAN,5,PETROL,47852569.607142866
209,Bentley,FLYING SPUR V8,Automatic transmission,4WD,4000.0,SEDAN,5,PETROL,63164421.24107143
210,Bentley,FLYING SPUR V8 AZURE,Automatic transmission,4WD,4000.0,SEDAN,5,PETROL,53984286.738281235
211,Bentley,FLYING SPUR V8 S,Automatic transmission,4WD,4000.0,SEDAN,5,PETROL,58188372.78515625
212,Bentley,MULSANNE SPEED,Automatic transmission,2WD,6800.0,COUPE,2,PETROL,44387080.20703124
213,Bmw,BMW 3 SERIES 320D X DRIVE M-SPORT,Automatic transmission,4WD,2000.0,HATCHBACK,5,PETROL,8039947.845375
214,Bmw,BMW 3 SERIES 320D X DRIVE M-SPORT EDITION JOY+,Automatic transmission,4WD,2000.0,HATCHBACK,5,PETROL,7197027.106500001
215,Bmw,BMW 3 SERIES 320D X DRIVE M-SPORT EDITION SHADOW,Automatic transmission,4WD,2000.0,HATCHBACK,5,DIESEL,25733955.74014286
216,Bmw,BMW 3 SERIES 320D X DRIVE M-SPORT HI-LINE PACKAGE,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,10411695.4145625
217,Bmw,BMW 3 SERIES 320D X DRIVE TOURING M-SPORT,Automatic transmission,4WD,2000.0,HATCHBACK,5,DIESEL,18386793.808714285
218,Bmw,BMW 3 SERIES 320i,Automatic transmission,4WD,2000.0,HATCHBACK,5,DIESEL,7565959.2847500015
219,Bmw,BMW 3 SERIES 320i HI-LINE PACKAGE,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,8872229.96325
220,Bmw,BMW 3 SERIES 320i M-SPORT,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,7197027.106500001
221,Bmw,BMW 3 SERIES 320I STYLE MEISTER,Automatic transmission,2WD,2000.0,HATCHBACK,5,DIESEL,3393910.074375
222,Bmw,BMW 3 SERIES 330E M-SPORT,Automatic transmission,2WD,2000.0,HATCHBACK,5,PETROL,10889578.470375
