,Make,Model,Transmission,Drive_configuration,Engine_capacity,Body_type,Seating,Fuel,crsp_ksh
4351,Subaru,IMPREZA G4 2.0I EYESIGHT,Continuously variable transmission,2WD,1995.0,SEDAN,5,PETROL,3877406.2125
4352,Subaru,IMPREZA G4 2.0I EYESIGHT,Continuously variable transmission,AWD,1995.0,SEDAN,5,PETROL,4226722.087499999
4353,Subaru,IMPREZA SPORT 2.0I EYESIGHT,Continuously variable transmission,AWD,1995.0,SEDAN,5,PETROL,4124721.852
4354,Subaru,IMPREZA SPORT 2.0I-S EYESIGHT,Continuously variable transmission,2WD,1995.0,SEDAN,5,PETROL,3877406.2125
4355,Subaru,IMPREZA SPORT ADVANCE,Continuously variable transmission,AWD,1995.0,SEDAN,5,PETROL,4418845.81875
4356,Subaru,IMPREZA ST-H,Continuously variable transmission,AWD,1995.0,SEDAN,5,PETROL,5610012.952499999
4357,Subaru,IMPREZA STI SPORT,Continuously variable transmission,AWD,1995.0,SEDAN,5,PETROL,4645901.1375
4358,Subaru,JUSTY,Continuously variable transmission,AWD,996.0,HATCHBACK,5,PETROL,2994615.1332
4359,Subaru,"JUSTY CUSTO, RS SMART ASSIST",Continuously variable transmission,2WD,996.0,HATCHBACK,5,PETROL,3215941.6716
4360,Subaru,JUSTY CUSTOM R,Continuously variable transmission,2WD,996.0,HATCHBACK,4,PETROL,3014735.7276
4361,Subaru,JUSTY CUSTOM R,Continuously variable transmission,4WD,996.0,HATCHBACK,4,PETROL,3319898.076
4362,Subaru,LEGACY B4 LIMITED,Continuously variable transmission,AWD,2498.0,SEDAN,5,PETROL,5239738.125
4363,Subaru,LEGACY OUBACK LIMITED,Continuously variable transmission,AWD,2498.0,SUV,5,PETROL,5763711.9375
4364,Subaru,LEGACY OUTBACK ACTIVE X BLACK,Continuously variable transmission,AWD,1795.0,SUV,5,PETROL,7877072.981249999
4365,Subaru,LEGACY OUTBACK LIMITED,Continuously variable transmission,AWD,1795.0,SUV,5,PETROL,7684949.25
4366,Subaru,LEGACY OUTBACK LIMITED,Continuously variable transmission,AWD,2498.0,SUV,5,PETROL,5763711.9375
4367,Subaru,LEGACY OUTBACK LIMITED,Continuously variable transmission,AWD,2498.0,SUV,5,PETROL,5763711.9375
4368,Subaru,LEGACY OUTBACK LIMITED EX,Continuously variable transmission,AWD,1795.0,SUV,5,PETROL,7492825.51875
4369,Subaru,LEGACY OUTBACK SELECTION,Continuously variable transmission,AWD,1795.0,SUV,5,PETROL,7857860.608124999
4370,Subaru,LEGACY OUTBACK X-BREAK EX,Continuously variable transmission,AWD,1795.0,SUV,5,PETROL,7243064.668125
4371,Subaru,LEVORG 1.6GT-S EYESIGHT,Continuously variable transmission,AWD,1599.0,WAGON,5,PETROL,4977751.21875
4372,Subaru,LEVORG GT EX,Continuously variable transmission,AWD,1795.0,WAGON,5,PETROL,6628268.728124999
4373,Subaru,LEVORG GT-H EX,Continuously variable transmission,AWD,1795.0,WAGON,5,PETROL,6628268.728124999
4374,Subaru,LEVORG GT-S EYESIGHT,Continuously variable transmission,AWD,1599.0,WAGON,5,PETROL,4977751.21875
4375,Subaru,LEVORG LAYBACK LIMITED EX,Continuously variable transmission,AWD,1795.0,WAGON,5,PETROL,6974091.444375
4376,Subaru,LEVORG STI SMART EDITION,Continuously variable transmission,AWD,1995.0,WAGON,5,PETROL,5533163.46
4377,Subaru,LEVORG STI SPORT 1.6TI SPORT EYE SIGHT,Continuously variable transmission,AWD,1599.0,WAGON,5,PETROL,5533163.460000001
4378,Subaru,LEVORG STI SPORT 2.0 GT-S EYE SIGHT,Continuously variable transmission,AWD,1599.0,WAGON,5,PETROL,5763711.9375
4379,Subaru,LEVORG STI SPORT EX,Continuously variable transmission,AWD,2387.0,WAGON,5,PETROL,8780054.518125
4380,Subaru,LEVORG STI SPORT EX,Continuously variable transmission,AWD,1795.0,WAGON,5,PETROL,6497275.274999999
4381,Subaru,LEVORG STI SPORT EYESIGHT,Continuously variable transmission,AWD,1599.0,WAGON,5,PETROL,5763711.9375
4382,Subaru,LEVORG STI SPORT R EX,Continuously variable transmission,AWD,2387.0,WAGON,5,PETROL,8338169.936249999
4383,Subaru,LEVORGLAYBACK LIMITED EX,Continuously variable transmission,AWD,1795.0,WAGON,5,PETROL,6974091.444375
4384,Subaru,PLEO PLUS G SMART ASSIST,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,1894689.306
4385,Subaru,PLEO PLUS G SMART ASSIST,Continuously variable transmission,4WD,658.0,WAGON,4,PETROL,2095895.2500000002
4386,Subaru,PLEO+ G,Continuously variable transmission,AWD,658.0,WAGON,5,PETROL,1894689.306
4387,Subaru,PLEO+ G,Continuously variable transmission,2WD,658.0,WAGON,5,PETROL,1894689.306
4388,Subaru,PLEO+ G,Continuously variable transmission,4WD,658.0,WAGON,4,PETROL,2095895.2500000002
4389,Subaru,REX REV,Continuously variable transmission,AWD,1196.0,SUV,5,PETROL,3640318.5418200004
4390,Subaru,REX Z,Continuously variable transmission,2WD,1196.0,SUV,5,PETROL,3791998.4810625003
4391,Subaru,SAMBAR  VAN TRANSPORTER,Continuously variable transmission,4WD,658.0,VAN,4,PETROL,2388482.2269
4392,Subaru,SAMBAR TRUCK,Continuously variable transmission,4WD,658.0,TRUCK,2,PETROL,2351594.4705
4393,Subaru,SAMBAR TRUCK TB,Automatic transmission,2WD,658.0,TRUCK,2,PETROL,1525811.742
4394,Subaru,SAMBAR TRUCK TB ,Automatic transmission,2WD,658.0,TRUCK,2,PETROL,1550962.4849999999
4395,Subaru,SAMBAR TRUCK TB SMART ASSIST,Automatic transmission,2WD,658.0,TRUCK,2,PETROL,1706058.7335
4396,Subaru,SAMBAR TRUCK TC,Continuously variable transmission,4WD,658.0,TRUCK,2,PETROL,2351594.4705
4397,Subaru,SAMBAR VAN,Continuously variable transmission,4WD,658.0,VAN,4,PETROL,2388482.2269
4398,Subaru,SAMBAR VAN,Automatic transmission,2WD,658.0,VAN,4,PETROL,1991938.8456000001
4399,Subaru,SAMBAR VAN,Automatic transmission,2WD,658.0,VAN,4,PETROL,1794086.334
4400,Subaru,SAMBAR VAN TRANSPORTER,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2388482.2269
4401,Subaru,SAMBAR VB,Manual transmission,2WD,658.0,VAN,2(4),PETROL,1453154.5989054
4402,Subaru,SOLTERRA ET-HS,Continuously variable transmission,AWD,,SUV,5,ELECTRIC,10482270.777000003
4403,Subaru,STELLA CUSTM RS,Continuously variable transmission,2WD,658.0,SUV,4,PETROL,2523457.881
4404,Subaru,STELLA CUSTM RS,Continuously variable transmission,4WD,658.0,SUV,4,PETROL,2716280.2440000004
4405,Subaru,STELLA CUSTOM R,Continuously variable transmission,2WD,658.0,SUV,4,PETROL,2545255.1916000005
4406,Subaru,STELLA CUSTOM RS,Continuously variable transmission,2WD,658.0,SUV,5,PETROL,2523457.881
4407,Subaru,STELLA CUSTOM RS SMART ASSIST,Continuously variable transmission,2WD,658.0,SUV,4,PETROL,2523457.881
4408,Subaru,STELLA CUSTOM RS SMART ASSIST,Continuously variable transmission,4WD,658.0,SUV,4,PETROL,2716280.2440000004
4409,Subaru,STELLA CUSTOMR,Continuously variable transmission,AWD,658.0,SUV,5,PETROL,2313868.356
4410,Subaru,SUBARU BRZ S,Continuously variable transmission,AWD,2387.0,COUPE,4,PETROL,5994260.414999999
4411,Subaru,SUBARU BRZ STI ,Continuously variable transmission,AWD,2387.0,COUPE,5,PETROL,6609056.3549999995
4412,Subaru,SUBARU BRZ STI SPORT,Continuously variable transmission,2WD,2387.0,COUPE,4,PETROL,6570631.608749999
4413,Subaru,SUBARU XV 2.0I-S EYESIGHT,Continuously variable transmission,AWD,1995.0,SUV,5,PETROL,4366448.4375
4414,Subaru,SUBARU XV ADVANCE,Continuously variable transmission,AWD,1995.0,SUV,5,PETROL,4576037.962499999
4415,Subaru,WRX S4 2.0GT EYESIGHT,Continuously variable transmission,AWD,1998.0,SEDAN,5,PETROL,6043164.637499999
4416,Subaru,WRX S4 2.0GT-S EYESIGHT,Continuously variable transmission,AWD,1998.0,SEDAN,5,PETROL,6043164.637499999
4417,Subaru,WRX S4 STI EYESIGHT,Continuously variable transmission,AWD,1998.0,SEDAN,5,PETROL,6354754.398
4418,Subaru,WRX S4 STI R EX,Continuously variable transmission,AWD,2387.0,SEDAN,5,PETROL,8338169.936249999
4419,Subaru,WRX S4 STI SPORT EYESIGHT,Continuously variable transmission,AWD,1998.0,SEDAN,5,PETROL,6619535.83125
4420,Subaru,WRX S4 STI SPORT R EX,Continuously variable transmission,AWD,2387.0,SEDAN,5,PETROL,8780054.518125
4421,Subaru,WRX STI SPORT SPORT R EX,Continuously variable transmission,AWD,2387.0,SEDAN,5,PETROL,8780054.518125
4422,Subaru,WRX STI TYPE S,Manual transmission,AWD,1994.0,SEDAN,5,PETROL,6304452.912
4423,Subaru,WRX STI TYPE S,Continuously variable transmission,AWD,1994.0,SEDAN,5,PETROL,6654467.418749999
4424,Subaru,XV 2.0I-S EYESIGHT,Continuously variable transmission,AWD,1995.0,SUV,5,PETROL,4331516.85
4425,Suzuki,ALTO HYBRID X,Continuously variable transmission,4WD,657.0,HATCHBACK,4,PETROL,2111824.0539
4426,Suzuki,ALTO HYBRID X,Continuously variable transmission,2WD,657.0,HATCHBACK,4,PETROL,2111824.0539
4427,Suzuki,ALTO HYBRID X,Continuously variable transmission,2WD,657.0,HATCHBACK,4,PETROL,2314706.7141000004
4428,Suzuki,ALTO S,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,1840699.0443600002
4429,Suzuki,ALTO S,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,1673362.7676000001
4430,Suzuki,ALTO TURBO RS,Auto gear shift,2WD,658.0,HATCHBACK,4,PETROL,2008706.0076000001
4431,Suzuki,ALTO VAN VP,Auto gear shift,2WD,658.0,VAN,4,DIESEL,1249153.5690000001
4432,Suzuki,ALTO VAN VP,Auto gear shift,2WD,658.0,VAN,4,PETROL,1249153.5690000001
4433,Suzuki,ALTO VAN VP,Auto gear shift,2WD,658.0,VAN,4,PETROL,1249153.5690000001
4434,Suzuki,ALTO VP,Auto gear shift,2WD,658.0,VAN,2(4),PETROL,1207235.664
4435,Suzuki,ALTO WORKS,Manual transmission,2WD,658.0,HATCHBACK,4,PETROL,2578454.17236
4436,Suzuki,ALTO WORKS,Manual transmission,2WD,658.0,HATCHBACK,4,PETROL,2344049.2476000004
4437,Suzuki,ALTO WORKS,Manual transmission,2WD,658.0,HATCHBACK,4,PETROL,2344049.2476000004
4438,Suzuki,ALTO WORKS,Manual transmission,2WD,658.0,HATCHBACK,4,PETROL,2344049.2476000004
4439,Suzuki,ALTO X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,1819237.0769999998
4440,Suzuki,ALTO X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,1760552.01
4441,Suzuki,BALENO XS,Continuously variable transmission,2WD,1242.0,HATCHBACK,5,PETROL,2397704.166
4442,Suzuki,CARRY,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2053977.345
4443,Suzuki,CARRY,Manual transmission,4WD,658.0,TRUCK,2,DIESEL,2087511.6690000002
4444,Suzuki,CARRY,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2323928.6532000005
4445,Suzuki,CARRY ,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2360816.4096
4446,Suzuki,CARRY ,Continuously variable transmission,4WD,658.0,TRUCK,2,PETROL,2360816.4096
4447,Suzuki,CARRY FOR SPECIAL HEAVY DUTY DUMP,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2709405.7075800006
4448,Suzuki,CARRY KC,Manual transmission,4WD,658.0,TRUCK,2,PETROL,1542578.9039999999
4449,Suzuki,CARRY KC,Manual transmission,4WD,658.0,TRUCK,2,DIESEL,1542578.9039999999
4450,Suzuki,CARRY KC,Automatic transmission,4WD,658.0,TRUCK,2,PETROL,1542578.9039999999
4451,Suzuki,CARRY KC,Manual transmission,4WD,658.0,TRUCK,2,PETROL,1733724.5508
4452,Suzuki,CARRY KC,Continuously variable transmission,4WD,658.0,TRUCK,2,PETROL,1733724.5508
4453,Suzuki,CARRY KC,Manual transmission,4WD,658.0,TRUCK,2,PETROL,1733724.5508
4454,Suzuki,CARRY KC,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2128423.54428
4455,Suzuki,CARRY PIXIS TRUCK XTRA,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2087511.6690000002
4456,Suzuki,ESCUDO,Auto gear shift,4WD,1460.0,SUV,5,PETROL,4979847.114
4457,Suzuki,ESCUDO,Automatic transmission,4WD,1371.0,SUV,5,PETROL,4128075.2844000002
4458,Suzuki,ESCUDO,Automatic transmission,4WD,1371.0,SUV,5,PETROL,4128075.2844000002
4459,Suzuki,ESCUDO,Automatic transmission,4WD,1371.0,SUV,5,PETROL,4015735.2990000006
4460,Suzuki,ESCUDO 1.4 TURBO,Automatic transmission,4WD,1371.0,SUV,5,PETROL,4028456.115882
4461,Suzuki,EVERY ,Continuously variable transmission,2WD,658.0,VAN,4,,3060007.0650000004
4462,Suzuki,EVERY,Automatic transmission,2WD,658.0,VAN,4,DIESEL,2791732.4729999998
4463,Suzuki,EVERY ,Automatic transmission,2WD,658.0,VAN,4,PETROL,2791732.4729999998
4464,Suzuki,EVERY  PC,Automatic transmission,2WD,658.0,VAN,4,PETROL,1765582.1586000002
4465,Suzuki,EVERY  PC,Auto gear shift,2WD,658.0,VAN,4,PETROL,2682745.92
4466,Suzuki,EVERY  WAGON,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3227678.685
4467,Suzuki,EVERY FOR WHEELCHAIR USER CAR,Automatic transmission,2WD,658.0,VAN,4,PETROL,2815206.4998000003
4468,Suzuki,EVERY PC,Automatic transmission,2WD,658.0,VAN,4,PETROL,1765582.1586000002
4469,Suzuki,EVERY PC,Automatic transmission,2WD,658.0,VAN,4,DIESEL,1765582.1586000002
4470,Suzuki,EVERY PC,Automatic transmission,2WD,658.0,VAN,4,PETROL,1995627.62124
4471,Suzuki,EVERY PC,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2176377.6276000002
4472,Suzuki,EVERY PC,Continuously variable transmission,2WD,658.0,VAN,4,,2489923.557
4473,Suzuki,EVERY PC,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2865507.9858
4474,Suzuki,EVERY PC,Auto gear shift,2WD,658.0,VAN,4,,2682745.92
4475,Suzuki,EVERY WAGON,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3844749.2399999998
4476,Suzuki,EVERY WAGON,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,2429058.75894
4477,Suzuki,EVERY WAGON,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3227678.685
4478,Suzuki,EVERY WAGON ,Automatic transmission,2WD,658.0,WAGON,4,PETROL,3177377.199
4479,Suzuki,EVERY WAGON PZ,Automatic transmission,4WD,658.0,WAGON,4,PETROL,3306484.3463999997
4480,Suzuki,EVERY WAGON PZ,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,2989752.65622
4481,Suzuki,EVERY WAGON PZ,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3205546.03116
4482,Suzuki,EVERY WAGON PZ,Continuously variable transmission,2WD,658.0,WAGON,4,PETROL,3640150.8702000002
4483,Suzuki,EVERY WAGON PZ,Continuously variable transmission,2WD,657.0,WAGON,4,PETROL,2382949.06344
4484,Suzuki,EVERY WAGON PZ TURBO SPECIAL,Automatic transmission,2WD,658.0,WAGON,4,PETROL,2632444.434
4485,Suzuki,EVERY WAGON PZ TURBO SPECIAL,Automatic transmission,2WD,658.0,WAGON,4,PETROL,2647534.8798
4486,Suzuki,EVERY WAGON PZ TURBO SPECIAL,Automatic transmission,2WD,658.0,WAGON,4,PETROL,2548608.6240000003
4487,Suzuki,EVERY WAGON PZ TURBO SPECIAL (STANDARD ROOF),Automatic transmission,4WD,658.0,WAGON,4,PETROL,2989752.65622
4488,Suzuki,FRONX,Automatic transmission,2WD,1460.0,SUV,5,PETROL,4260535.8642
4489,Suzuki,HUSTLER HYBRID X,Continuously variable transmission,4WD,657.0,HATCHBACK,4,PETROL,2578789.5156
4490,Suzuki,HUSTLER HYBRID X,Continuously variable transmission,2WD,657.0,HATCHBACK,4,PETROL,2580298.56018
4491,Suzuki,HUSTLER HYBRID X,Continuously variable transmission,2WD,657.0,HATCHBACK,4,PETROL,2803469.4864
4492,Suzuki,HUSTLER HYBRID X,Continuously variable transmission,2WD,657.0,HATCHBACK,4,PETROL,2545255.1916000005
4493,Suzuki,HUSTLER HYBRID X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2858801.121
4494,Suzuki,HUSTLER J,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2305484.775
4495,Suzuki,HUSTLER TOUGH WILD TOUGH WILD,Continuously variable transmission,2WD,657.0,HATCHBACK,4,PETROL,2951020.512
4496,Suzuki,HUSTLER X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2275783.3462464
4497,Suzuki,IGNIS HYBRID MF,Continuously variable transmission,4WD,1242.0,SUV,5,PETROL,3131770.51836
4498,Suzuki,IGNIS HYBRID MF,Continuously variable transmission,2WD,1242.0,SUV,5,PETROL,3113326.6401600004
4499,Suzuki,IGNIS HYBRID MF,Continuously variable transmission,2WD,1242.0,SUV,5,PETROL,2887305.2964
4500,Suzuki,IGNIS HYBRID MZ,Continuously variable transmission,2WD,1242.0,SUV,5,PETROL,2699513.0820000004
4501,Suzuki,JIMNY SIERRA ,Manual transmission,2WD,1328.0,SUV,4,PETROL,2598732.6510365997
4502,Suzuki,JIMNY SIERRA JC,Manual transmission,2WD,1460.0,SUV,4,PETROL,3283010.3196
4503,Suzuki,JIMNY SIERRA JC,Manual transmission,4WD,1460.0,SUV,4,PETROL,3329120.0151
4504,Suzuki,JIMNY SIERRA JC,Manual transmission,4WD,1460.0,SUV,4,PETROL,3495114.9189
4505,Suzuki,JIMNY SIERRA JC,Automatic transmission,4WD,1460.0,SUV,4,PETROL,3135459.2940000007
4506,Suzuki,JIMNY SIERRA JC,Automatic transmission,4WD,1460.0,SUV,4,PETROL,3135459.2940000007
4507,Suzuki,JIMNY XC,Manual transmission,4WD,658.0,SUV,4,PETROL,3024796.0248000002
4508,Suzuki,JIMNY XC,Automatic transmission,4WD,658.0,SUV,4,PETROL,3024796.0248000002
4509,Suzuki,JIMNY XC,Manual transmission,4WD,658.0,SUV,4,PETROL,3190790.9286
4510,Suzuki,JIMNY XC,Automatic transmission,4WD,658.0,SUV,4,PETROL,2858801.121
4511,Suzuki,JIMNY XC,Automatic transmission,2WD,658.0,SUV,4,PETROL,3227678.685
4512,Suzuki,JIMNY XC,Continuously variable transmission,2WD,657.0,SUV,4,PETROL,2545255.1916000005
4513,Suzuki,JIMNY XC,Manual transmission,2WD,658.0,SUV,4,PETROL,2358202.7014947003
4514,Suzuki,JIMNY XC,Automatic transmission,4WD,658.0,SUV,4,PETROL,2858801.121
4515,Suzuki,LANDY 2.0G,Continuously variable transmission,2WD,1997.0,VAN,8,PETROL,4797853.543124999
4516,Suzuki,LANDY 2.0G,Continuously variable transmission,2WD,1997.0,VAN,8,PETROL,5009189.6475
4517,Suzuki,LANDY HYBRID G,Continuously variable transmission,4WD,1797.0,VAN,7,PETROL,6026921.4493125
4518,Suzuki,LANDY HYBRID G,Continuously variable transmission,2WD,1797.0,VAN,7,PETROL,6026921.4493125
4519,Suzuki,LAPIN LC,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2720472.0345
4520,Suzuki,LAPIN LC X,Continuously variable transmission,4WD,658.0,HATCHBACK,4,PETROL,2591364.8871000004
4521,Suzuki,LAPIN LC X,Manual transmission,4WD,658.0,HATCHBACK,4,PETROL,2591364.8871000004
4522,Suzuki,LAPIN X,Continuously variable transmission,4WD,658.0,HATCHBACK,4,PETROL,2508367.4352
4523,Suzuki,LAPIN X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2637474.5826
4524,Suzuki,LAPIN X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2191468.0734
4525,Suzuki,LAPIN X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2429058.75894
4526,Suzuki,LAPIN X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2288717.6130000004
4527,Suzuki,LAPIN X,Continuously variable transmission,2WD,658.0,HATCHBACK,4,PETROL,2157933.7494
4528,Suzuki,Pixis Deluxe,Manual transmission,2WD,658.0,VAN,2(4),,1596872.6512722
4529,Suzuki,SAMBAR TRUCK TC,Continuously variable transmission,4WD,658.0,TRUCK,2,,2351594.4705
4530,Suzuki,SAMBAR VB,Auto gear shift,2WD,658.0,VAN,2(4),,1740431.4156
4531,Suzuki,SOLIO BANDIT HYBRID MV,Continuously variable transmission,2WD,1242.0,VAN,5,PETROL,3364163.3836800004
4532,Suzuki,SOLIO BANDIT HYBRID MV,Continuously variable transmission,2WD,1242.0,VAN,5,PETROL,3090187.9566
4533,Suzuki,SOLIO BANDIT HYBRID SV,Continuously variable transmission,4WD,1242.0,VAN,5,PETROL,3886125.13674
4534,Suzuki,SOLIO BANDIT HYBRID SV,Auto gear shift,2WD,1242.0,VAN,5,PETROL,3366846.1296
4535,Suzuki,SOLIO BANDIT HYBRID SV,Auto gear shift,2WD,1242.0,VAN,4,PETROL,3187442.3118849
4536,Suzuki,SOLIO HYBRID MZ,Continuously variable transmission,2WD,1242.0,VAN,5,PETROL,3391829.20098
4537,Suzuki,SOLIO HYBRID MZ,Continuously variable transmission,2WD,1242.0,VAN,5,PETROL,3034856.322
4538,Suzuki,SOLIO HYBRID SV,Auto gear shift,2WD,1242.0,VAN,5,PETROL,3845548.6047000005
4539,Suzuki,SOLIO HYBRID SZ,Continuously variable transmission,4WD,1242.0,VAN,5,PETROL,3845548.6047000005
4540,Suzuki,SOLIO HYBRID SV,Auto gear shift,2WD,1242.0,VAN,5,PETROL,3886125.13674
4541,Suzuki,SOLIO HYBRID SZ,Auto gear shift,2WD,1242.0,VAN,5,PETROL,3489246.4121999997
4542,Suzuki,SOLIO HYBRID SZ,Auto gear shift,2WD,1242.0,VAN,4,PETROL,3212672.7184011005
4543,Suzuki,SPACIA,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2842626.6586799994
4544,Suzuki,SPACIA BASE XF,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2724160.8101399997
4545,Suzuki,SPACIA BASE XF,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2595053.66274
4546,Suzuki,SPACIA CUSTOM HYBRID XS,Continuously variable transmission,2WD,657.0,VAN,4,PETROL,3345719.50548
4547,Suzuki,SPACIA CUSTOM  HYBRID XS,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,3061516.1095800004
4548,Suzuki,SPACIA CUSTOM HYBRID XS,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,3157591.94784
4549,Suzuki,SPACIA CUSTOM HYBRID XS TURBO,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2774965.311
4550,Suzuki,SPACIA CUSTOM XS TURBO,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2774965.311
4551,Suzuki,SPACIA CUSTOM Z TURBO,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2489400.850473
4552,Suzuki,SPACIA GEAR HYBRID GEAR XZ TURBO,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2699513.0820000004
4553,Suzuki,SPACIA GEAR HYBRID XZ,Continuously variable transmission,2WD,657.0,VAN,4,PETROL,3273788.3805
4554,Suzuki,SPACIA GEAR HYBRID XZ TURBO,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,3022951.63698
4555,Suzuki,SPACIA GEAR HYBRID XZ TURBO,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2820236.6484
4556,Suzuki,SPACIA GEAR XZ,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2958398.06328
4557,Suzuki,SPACIA HYBRID,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2927546.4852
4558,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2571076.62108
4559,Suzuki,SPACIA HYBRID X,Automatic transmission,4WD,658.0,VAN,4,PETROL,2940960.2148
4560,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,657.0,VAN,4,PETROL,2858801.121
4561,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,657.0,VAN,4,PETROL,3195821.0771999997
4562,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2556321.51852
4563,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2772114.89346
4564,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2458065.9492
4565,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2280334.032
4566,Suzuki,SPACIA HYBRID X,Automatic transmission,2WD,658.0,VAN,4,PETROL,2280334.032
4567,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2912456.0394
4568,Suzuki,SPACIA HYBRID X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2912456.0394
4569,Suzuki,SPACIA HYBRID XS TURBO,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2929223.2014
4570,Suzuki,SPACIA X,Continuously variable transmission,2WD,658.0,VAN,4,PETROL,2270737.2688425
4571,Suzuki,SUPER CARRY X,Manual transmission,4WD,658.0,TRUCK,2,,2609808.7653
4572,Suzuki,SUPER CARRY X,Manual transmission,4WD,658.0,TRUCK,2,DIESEL,2018766.3048000003
4573,Suzuki,SUPER CARRY X,Manual transmission,4WD,658.0,TRUCK,2,,2239086.81348
4574,Suzuki,SUPER CARRY X,Continuously variable transmission,4WD,658.0,TRUCK,2,PETROL,2239086.81348
4575,Suzuki,SUPER CARRY X,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2239086.81348
4576,Suzuki,SUPER CARRY X,Manual transmission,4WD,658.0,TRUCK,2,PETROL,2018766.3048000003
4577,Suzuki,SUPER CARRY X,Manual transmission,4WD,658.0,TRUCK,2,PETROL,1943314.0758
4578,Suzuki,SWIFT HYBRID MZ,Continuously variable transmission,2WD,1197.0,HATCHBACK,5,PETROL,3633444.0054000006
4579,Suzuki,SWIFT HYBRID RS,Continuously variable transmission,2WD,1242.0,HATCHBACK,5,PETROL,3170502.6625800002
4580,Suzuki,SWIFT HYBRID RS,Continuously variable transmission,2WD,1242.0,HATCHBACK,4,PETROL,2634055.2318573003
4581,Suzuki,SWIFT HYBRID SL,Auto gear shift,2WD,1242.0,HATCHBACK,5,PETROL,3026472.741
4582,Suzuki,SWIFT HYBRID SZ,Auto gear shift,2WD,1242.0,HATCHBACK,5,PETROL,3500648.0823600003
4583,Suzuki,SWIFT HYBRID SZ,Auto gear shift,2WD,1242.0,HATCHBACK,5,PETROL,3262889.7251999998
4584,Suzuki,SWIFT SPORT,Automatic transmission,4WD,1371.0,HATCHBACK,5,PETROL,3749640.43806
4585,Suzuki,SWIFT SPORT,Manual transmission,2WD,1371.0,HATCHBACK,5,PETROL,3401051.1400800003
4586,Suzuki,SWIFT SPORT,Automatic transmission,2WD,1371.0,HATCHBACK,5,PETROL,3749640.43806
4587,Suzuki,SWIFT SPORT,Manual transmission,2WD,1371.0,HATCHBACK,5,PETROL,2850417.54
